Systolic BP,Diastolic BP
168.2280813375632,84.6291714907677
209.79290216275638,108.59240280982931
154.6420530941637,78.06086247221971
202.76063095921776,106.27547917719005
230.29777997618433,123.60660644488061
173.91144008343304,86.0533484222542
237.74987601336136,127.07352667850097
230.81312642296905,122.39876830623277
205.13699978088113,108.41408580044006
215.59854320388095,116.65712484314099
199.77513947288764,105.35470461250813
209.21574988826285,110.00609262538012
207.2965666633752,111.84231768460077
215.44123131107546,111.56991307247043
246.91928717253967,129.1693807099407
221.00644536549163,117.77396100094657
212.33997597537376,110.41394202875577
232.75284322513178,124.05645853655116
185.7528161016827,95.40816373224683
206.2465216052542,108.86437961059181
248.55576778869607,132.32278326505
215.0377107391266,112.73712654863547
216.64792815514681,112.03219631236722
239.8750231434136,128.0014049317173
191.7269116179844,98.5543990064782
227.63894122029885,124.02525141264516
172.89592422661602,87.02512432646276
196.6265328779606,102.49611039269271
223.24742386591333,117.49564198664623
176.52713254221254,92.82457933759444
205.61778519708687,109.26932931716343
238.79196560990084,129.81706947445878
232.514924371122,126.80014715654988
223.43031602969313,119.33798288279876
184.68264954758547,92.35280943475487
221.53506104400358,114.95720034110971
236.66464602887,126.76201277935989
167.67998663253866,86.6998106937045
178.56613025766947,96.26882292081655
176.467804848041,92.46697494296859
224.72604536251612,119.64847167117273
185.95790659521944,94.7150842438834
172.88281654797768,88.46533830815693
188.08386177283356,98.49716364856945
217.43838284566414,118.50774631616125
222.3656989375594,113.02790027082855
208.6251979784746,110.46152287696455
177.7497053677375,93.10904849858514
217.6561660735861,115.79234914635302
199.19628730871727,104.95022477449032
178.36099612495144,96.34094360435878
194.15198696859997,104.67779985405528
233.42072681216933,123.27124135736878
222.28730155273604,111.73747876003173
208.99928686449874,107.07161368438886
223.51706544190074,124.97794897413377
213.63174831537225,114.57078253557424
234.03453713161412,127.99581977823681
207.14025602933845,108.80138607001584
231.91416900215637,123.20515155060099
181.4785904685456,94.5570636178245
197.3060978836609,104.61143571912397
210.31316386982962,110.20489615959183
171.3016775499916,86.37011815137257
216.07293371449123,114.31706428359843
240.5692150194268,131.66372633522036
214.85642342884742,114.45015355649544
213.3228746522797,118.27400838178032
217.53771854960348,110.8064866773559
183.94335119153786,97.09914570949502
171.91435926180887,89.64865685886107
218.00981086212533,114.45899668910141
225.50332546333797,120.44953549167232
190.91348170004403,99.72562230281247
200.3692824569159,106.09431787946323
221.02408312719405,115.02536823260282
172.8901165560935,85.25235275517284
185.64316975265388,100.10773500636964
217.68543341894596,116.69572075992085
177.2781182299027,94.59114631405791
225.81968586662074,119.01540684631898
200.7598780524055,108.33879713084042
196.48530265127548,103.39038052877967
203.85153086221408,111.30288422581299
220.72631464364534,114.38138358514823
222.1931789043637,121.4178171162489
186.0563853062145,95.17391299578694
224.24038713155298,116.61990752042117
215.98731006952272,116.82050804712838
181.43327293786518,100.76281400717838
207.11294570175312,106.62134749520753
189.56676052230716,104.46784798788282
194.24722301185244,100.80926351013636
178.89187541507695,94.17212691904021
198.64433369998176,109.37337145700113
187.948089515395,103.63926649832023
171.97206551760104,89.72402907377932
227.68411232371133,120.24766531968709
185.26168416707338,92.70023967957086
223.8646622814544,119.77024509523089
207.0196554817764,107.90881058046722
209.39118103747427,113.1536735653545
211.70680476397314,116.15922208831705
224.70990460384925,123.64964899824085
206.017443036795,106.3355774230867
204.02649991492285,112.85605104151995
153.63554784537686,79.78316007322746
223.85745989205387,118.44174519888624
212.1191320709384,111.52071598938736
205.73429822028652,115.21447907826871
191.13145558294423,107.12858658060345
187.06409360750956,97.21442203330291
177.9382757178456,91.34911365173559
214.3228792105437,115.05149786778503
172.7476384877634,90.3466459825749
178.23509792283897,96.51661460891913
233.44880755729238,127.36975361785646
182.64899870211343,98.85314035388514
190.67742454139835,100.01736260538327
175.04524472053083,93.9654878791226
195.2013633313972,102.39381824840927
191.43181586405635,105.65678550113637
220.25621197352402,115.83395852155995
217.03480120139574,117.38576327544659
186.3278732182895,96.74214266085124
208.510429893496,108.31380772099429
230.72553170653015,125.47545083798838
225.82663847487646,116.524017621088
234.8852684073487,127.5504525736898
157.0695325710747,76.43454555038922
217.57095643290546,118.94383810454826
213.3704323436661,116.5202143146259
225.35182645510525,124.58814675470137
220.66413526730616,115.70611111673159
186.39323596365114,99.29192623779775
221.53392909851013,121.75044541232775
197.48301064003,103.5223092193831
237.2540702982441,127.92326481681374
229.47031399320701,122.63230612527693
212.22547562543335,112.02877984401269
212.8543359448994,118.54358654785662
195.4234851179495,102.57585656297823
156.4419913709318,80.5539406358735
236.39045217387874,121.6108532324276
179.5292601817272,93.23360640763546
212.2303650190561,114.86478080970957
218.53339104408053,114.86465440657486
236.2743689234711,130.00228305231394
215.92993471735028,112.98172400894302
242.160168552289,130.34268924673813
246.04806363408474,134.53696919896828
249.40673117255065,135.49130256069446
193.99412468144553,103.72791087089792
232.31614641411227,125.17887180482612
166.49116467001002,86.65667460202508
216.19709271524272,114.65244053400119
179.6961842405822,97.98315379050514
207.96285162794,109.93388574748599
190.65445319263938,97.00322851059093
179.74989791191715,99.70703769284768
196.85676192551512,102.4149778367165
249.37532771111574,140.2993015105783
201.12030448926802,106.65618941610438
193.99863113889876,100.73609454333936
201.11151759429637,103.02681097883678
197.41892825308767,106.80163692045983
243.25535783621,132.5173848680891
179.50997086688642,91.15639626848683
168.77465513759347,89.96687829737996
175.50258539009891,89.85829508249506
181.49114548388187,94.37267788578367
214.10671347665203,113.63238466120629
219.63802090394958,118.01770911156567
175.38699174145054,92.06159265544588
236.67346392933214,124.00923996151602
233.95535959766036,123.11188281449179
190.3340940041337,100.81546293683493
206.44286205293918,110.15715695653901
225.41215395778664,118.04385033286425
166.64891877595971,88.85355427692113
188.95423123460571,99.29476597085775
199.63730856950812,105.17370595082448
212.39001142309078,108.62803641028209
196.55605631365057,106.03148067143954
190.84687242183378,105.80989954517138
222.06297160660938,117.71587363368864
193.03975531905246,108.66939545213273
164.12217829873015,84.4015745899238
245.22441785993166,135.2009400758172
170.14103670005449,90.4958005127477
219.30233252015535,115.29393765252729
225.42196739880706,121.34293943353804
183.80670012045726,93.88845405733915
237.99625924161955,131.44137816036297
220.96990982278555,117.07720862741519
194.14404417307242,99.02014141238158
217.5027330653012,112.73556994866823
170.59841865235677,94.10753447401875
238.82928332169877,129.46807204430652
235.0620779857569,124.78450367179147
199.953763248297,106.12290047929346
176.23275305011464,92.40280369563816
203.8931388405769,105.33769830080927
186.64152958563733,100.73194784274524
169.54175329026984,90.76852110605029
201.5737237887555,104.69181760149185
212.2141933051738,107.34770598806169
197.52594447268436,105.96758141363698
219.03143684559518,118.08397760301361
229.27470448590657,120.00173501594355
250.42356282885873,136.15639167276453
198.84943930294284,105.49464789634017
213.09419318907752,112.57408300430092
184.98510940156788,97.93739198025514
243.17392052554757,131.8715842137559
212.78080799854985,108.45850788971359
244.83496296983753,134.63747270255084
219.09088587749162,115.31555301215333
198.98866377391343,107.0985110401235
208.81785514379487,111.76510777688517
208.15402647751455,110.77147401383107
194.59685451192766,98.5253326009213
175.7104424967799,90.27070076204083
218.67168164228042,115.05794864357429
177.47673751027781,91.69834349736703
200.8560535088991,105.27241593277196
188.93510879833624,103.72077453040976
178.14635631649844,98.91837224827958
164.88163234499262,86.04157133732026
207.96936135222907,113.71527839744519
196.14470736315275,105.96316464784123
227.6710565594799,121.26013764564459
229.81831165568298,123.02290236612285
220.6233337257592,117.95700349754821
241.62211133941418,132.03445934785947
176.94803287472547,93.89761849147524
247.50477388480863,133.67406349222526
177.71712983116322,89.92026891647441
208.794671879236,109.4404744167261
153.24369405001318,77.77532756988549
194.80301090263367,105.1883198470598
229.60960342410192,122.23729502057867
237.1797326148069,128.76211155703106
172.45651592475184,90.96900708228563
221.30195359643912,118.72404038881695
226.61802912163216,118.0682975789554
225.1812809904991,119.49908811671091
190.9707414085266,100.63868123301913
194.84028161163718,104.94476003943296
220.25391359332178,118.47134990272689
212.9102218603935,114.12167012086155
205.63032688552397,107.48231325389575
225.91724763791933,116.83484164604505
187.6302057001533,96.51517597904034
213.9028330045041,110.78771252580721
243.35157760199115,130.32606942240722
194.49531694821903,104.75959722579762
181.848200909129,95.07946143782974
180.8741256248326,97.34577074404562
212.7665884969332,113.21803778818585
203.55225164619316,108.85023887110182
174.15573081251472,92.21846749192183
196.52906947082363,108.01403971509993
180.71564715924504,95.57274521552017
159.49879864810262,83.65929172719045
152.64273654903386,75.94725447688039
198.7442819897974,109.50833045477799
239.3406169995211,129.82999262027323
210.73843285531228,113.89295302604748
188.69006280967434,98.184210927305
199.01353753292454,102.24802373904606
182.89424407785543,95.45762366720739
234.00351703117786,123.99607483653763
226.1891431604676,117.34979205529298
167.40483013493878,89.223364446562
207.2763907822902,108.37627078782774
209.43532099082103,110.7250258633245
195.99163941196622,109.30715089760474
174.82552607235564,92.65372314145002
172.4064612834232,90.39413970399775
188.00918415247517,102.01968437131966
203.597024702589,105.62756035580178
204.69564300069374,112.32702729547472
231.92173248390833,125.2289494228659
197.43555617595092,109.01467063204416
207.0932847863005,106.85814936313116
170.84468030812653,91.67682014521286
194.52600258207528,106.9697250572371
224.59221966647908,122.28125878970658
216.86036775098069,112.47696959874456
162.52765203021102,81.9055889255317
220.6782349686518,124.07976293680503
206.08470825687175,111.12699016337541
205.6963244771836,113.07304369679696
193.2639327102106,104.40437251472278
204.27343728569926,108.47522679360335
220.42795459274922,120.86345875626962
152.6333243367582,75.81540273481673
186.42527266318973,100.27277027926638
199.90356448064836,105.52081623182272
216.062479913537,110.7926180283963
174.22562646957613,91.30751085044162
205.96986655531663,112.44662053682421
239.58144974533047,126.30956250747688
231.6283653500893,127.24114057243293
199.59717541811892,110.17838945407406
225.89670123440987,116.89943630046719
212.41836074809478,109.52080434812441
247.21431382810889,134.3751214482814
177.95539737970805,94.09302784788854
172.9923235742732,91.07406115428812
224.30661654455267,116.83870297203745
217.880200458238,114.82145369214089
212.49930015817634,114.15168181414552
215.25881069336327,117.70306682505
200.48631890693653,105.07402897515891
233.376810102123,126.21181670331677
159.5992183387221,79.36671222700426
227.1550439930791,121.24321107648724
232.5082832027903,123.12695187460068
222.95664718264186,119.56450811776412
219.77625461653938,112.0144033018068
208.47824161851497,113.4430161390032
206.41578419469525,110.29880626640825
168.68441111207773,87.7104573630502
219.60400030330436,119.4104409234047
207.76354363781326,109.32704759716779
178.96057819105175,93.21597922814021
212.77092193663287,109.20983300791771
189.63106423357758,102.63765467352039
233.12615962863953,123.49772138554343
173.98712095645197,92.82505216009973
199.93933340721264,102.549826450692
199.01653716745065,106.4031152755494
199.01345543205395,105.75939756543637
195.54566344916523,103.47073298871199
183.8092311698237,94.78317538784412
215.984115889882,116.03298420765478
206.85689451470392,109.9362711743256
226.71186273487166,122.55999694044098
195.39746926948848,96.4096313303836
175.1922650646867,88.5768610292386
202.79378353945634,112.11882742120537
224.17142534416502,119.44811365566584
186.5828606869511,99.43962393046263
204.82780201506966,109.01549039453016
177.13103621679141,94.758749696
212.6092702397741,112.47513454046862
245.67886749089894,130.7791864323236
203.79259526131654,110.21828853770084
198.76042015096107,104.35566660823517
211.51142819851924,108.60645416992185
239.66833682882884,134.7128178296212
182.26340057693807,95.61512712283546
184.49233557117245,101.97953146492796
196.97971806389546,106.38950402322824
165.51547433452566,89.72563720262292
211.04724617794062,114.68292886055771
207.27235437350305,109.57914824715304
189.86189316662387,98.5547033587537
203.3671157612767,113.19001624377393
199.1112284600622,102.31176822287688
212.92609900407672,114.99771423843552
176.2223499478311,93.50441813817463
226.21634364629637,119.34144239536138
158.3955668135637,80.25866688210071
214.72358770839014,111.4022151624686
213.72671466114463,112.9848722246254
195.48385549028487,102.93162991221814
226.4961174662419,122.17266195087973
244.10659263589895,133.46138489757277
184.45870915354686,98.32335256270125
172.86445872526417,92.73034356011672
194.32219492710564,105.40776342332644
186.21348708747868,101.06526407855111
186.5933698423791,99.55717880523096
229.6624106568838,119.74219767769748
237.49741666423108,131.2480805097583
195.3617094306373,104.91108407605674
211.8533528968077,113.474684419168
231.92930357732297,124.9944491255461
226.23109701433003,119.53048904518545
173.41817687046077,89.02919149747301
171.77187162423314,88.25470657828706
198.68239511317284,105.90102152719766
213.63444081252527,117.59972857864007
168.7812334804764,89.61359658988371
224.5020540373078,118.6263428914604
231.7107204534362,127.99632190131857
212.9284201155556,108.72340486284574
178.21237812221,95.7659294121143
218.78734454847762,112.45807768845265
208.04740998548243,106.61775190155967
195.0720726817678,103.90105040277118
195.61972840384516,100.5027808069766
198.51431002185734,105.40228502593932
224.0865258227117,123.75792329305384
177.14755159243458,93.23494253088938
208.6267467963255,111.9189463513882
186.97108766917196,100.91849534549019
218.1802051028461,112.91945291562308
218.90243722066012,116.12174732637112
245.18492341663853,136.67138127415598
218.23246865852025,118.41120411067087
204.02304840294906,106.601668803876
209.53682591805224,109.95160684381239
195.28450869591728,100.5148387928612
228.8195369893513,115.04641573398854
216.9265888299444,113.85982687868363
203.68322655364497,109.09530026097701
202.89014877751347,111.7153400317102
215.5656659116568,117.50552951467111
196.74771292170487,108.04426965848663
184.6998484116392,98.76662411025822
180.15622349088153,96.46337119198793
218.82985526712903,116.47370175000671
187.03836521818522,99.31533920541963
211.03085046023057,111.9301900676339
233.69387353613612,123.2056695717757
227.29502344686338,121.0767210990941
172.19687809682512,90.74132848679909
211.16514008129136,109.48810233650973
195.45963226406522,102.89599653482611
183.8443104007468,95.68309811043241
217.08831202183245,113.46850017281082
173.26685871719272,86.55472961071769
184.98542835265619,99.06426640423985
230.6179863225113,124.37852742716876
220.1761235539243,120.60260517166051
166.8572526085026,84.33564046581074
170.00469774292708,89.04047628621416
237.28544038843881,126.37257162917356
195.51077251291306,104.71009614288657
207.43616941444435,106.86704734906877
237.98907155425806,125.10975755958499
249.65955128831456,130.3027118065495
181.21650589742927,98.48165208705655
215.75809520427026,121.82582711495029
198.70232535036018,109.52915883949004
247.79599413855607,134.56222374303496
179.57310171555562,94.3575314949812
240.65841078566726,130.06917690192236
210.3212100175147,109.79250955658878
200.38724523237602,101.05656186493957
195.32103694631462,106.8978507452064
176.58030056067977,95.42178597849352
167.5533091553764,85.09044016406924
234.22705174703705,124.01335760568101
171.24115036022351,90.92987324970952
210.17363227170995,111.21194212923498
204.9180287079886,107.42566919520638
233.37490876429433,121.22810885873773
183.41179679168528,95.4420235098003
238.65144682472342,126.33378149439899
221.65576180693245,120.43939941985043
208.93538087644419,111.80434184572
232.1875392870067,121.91463006918698
204.95524484013671,107.92542582202228
225.05168575282386,120.42504534332372
210.2869438309882,111.27940984657496
149.9636864199516,77.3495119283451
202.8130610829947,111.14830860904479
224.154552980732,116.26826174695286
197.56023445028043,104.28891498854207
174.9330734412015,93.6640850060323
187.3274624761536,98.91963898717569
224.98087424975913,118.9871869552886
188.50933870878762,96.30163491294033
159.50956575254094,83.81823336382581
232.39387171598054,125.97236746774485
171.53617831355024,89.12485718813494
188.63224280522292,96.55256164222232
198.97797891474826,107.04349082435374
181.39144575516914,92.43671340157644
163.46161867980544,86.07423005455324
179.82082528900358,95.89965594765822
202.3701704746461,105.49598648775401
243.72798658712435,131.47556174785592
196.74792103372369,100.55858889026587
217.56893536878954,115.74363892428137
225.4626819480712,115.55052007007623
168.88823343401776,91.00835199991337
205.91715773768607,112.41620670009891
224.00881627244314,120.21999764485588
197.3038864885866,103.44185209849908
211.64705629063235,115.50015438409693
176.68107922350023,94.690089497752
236.05069540544858,127.10778959554914
198.7879978310708,110.59303247586388
216.86975148219298,116.3945416189181
191.46347613536545,104.61040213351971
196.60089679016386,103.20860602563229
211.31599084638202,108.7073835305282
205.57420901495198,105.98985506390488
225.41516879246112,124.9864227412748
219.79883498911653,116.55342176285274
242.0200583982578,133.80480557222188
244.30122003731344,128.12652054625548
213.09458432478274,109.80830753866974
212.64367035467353,110.89355845481951
185.8067810428111,105.90084428975021
205.69372799486072,110.33934162685422
185.79042455651808,99.96293698107291
194.1043988408182,100.69169965452474
208.10820291185172,109.5881538569374
189.59206325935946,105.38621412552038
185.5231233467331,97.60701662279962
205.6399610635764,108.33502102631235
180.68469747604234,97.39553526684944
184.48109272584674,100.12237087643967
178.69212344780914,94.67638565907109
188.50426329520354,98.2950845861252
213.75952434627737,111.97196594879199
205.12039514077756,107.6215017241471
218.35868057433788,114.03533447440473
177.62292132300604,96.6854539969798
229.7938996739496,121.88056146724784
184.9504827811442,97.13799660052904
213.36559021783015,112.74299432947547
196.87244450928455,106.07039473079419
224.65663567474564,121.66276990633787
224.55389978639892,118.74332423418605
209.5041762819388,107.97457884011777
164.41522514164353,86.55794077602405
240.450163274155,130.95132873174703
202.32606322863677,109.89090786312971
241.57787126972676,130.67945882193558
223.55920577313,122.01185222377754
222.45629698536194,113.87022223355996
221.98801968169886,121.33691777773063
229.5607275809545,121.19787439988438
212.3570308964608,112.13324440984334
198.21039066875088,109.6656734099672
209.25644410033107,113.51973307280804
197.34764875218386,107.83726888983784
221.17107994179418,116.8405117825463
204.09395103746616,108.21164557233922
200.8620351113382,110.68378863281468
164.11427222373982,85.42453555041574
180.49320386876065,95.2983197687316
162.72813307284477,85.61508774153812
192.31819838060784,101.65897824648417
177.3389342352589,90.59742756219197
211.04519471479645,114.46238229757518
203.58985192309882,108.86894384010725
210.9463132628627,113.54339996925869
220.7660564077656,118.11777617290352
212.65284886593702,117.63343668877137
173.95816714768898,90.0430988622121
180.0884318495095,96.2225583531808
180.60525259287692,94.68504411749743
222.66075783369368,118.5149894579695
245.7461951131347,128.55855001250322
214.40430243905575,109.26259217599875
162.71863781898958,83.92186288546186
187.721212874012,96.4271774774412
210.26318244977625,112.2861149114028
215.15428751097355,111.05059819556246
160.6373685421443,82.08000779772945
200.27223380292625,102.60876908086215
200.44814732126474,111.72477274683446
173.27588789997512,89.6739517884298
186.28422355608623,100.97618472721473
231.581749339522,124.18387517445996
196.653105921404,104.68486109869355
179.06692754166696,91.76226053851465
194.63378368541453,98.65142487050566
238.86584536977782,120.89982377699059
211.48934504425677,110.16372093714084
221.09089285831848,118.733519136795
212.00843831342553,109.275256615671
199.56570959408361,107.57944616302086
222.9906740491867,121.68594594288842
189.70185366743388,102.61805308231534
185.12284926033675,97.78286164812582
225.60908672857883,118.63518641589965
244.02801844253406,129.63522021916063
213.6496481245499,111.47537486425304
197.4177617332516,109.06028896535844
196.50081894494252,104.09752885371199
165.0093957105082,86.52028917337834
197.62264444625225,103.08597121510797
154.92673366535033,77.46237651432301
166.75693873126343,87.13706446459356
220.02011605012115,118.25127679031382
191.462175317659,102.29023692741987
182.59500687695763,87.08508166203953
221.65975444904333,118.86112055128979
179.68989059149845,91.67045004962597
229.77988714706947,119.48626128189969
187.9470974141945,99.3872707231056
225.06215702031716,121.66105345984597
216.61381005558752,113.65672090574105
195.27310535584496,106.3836576360168
221.14506072671898,114.30553364075499
246.07868626668304,134.87389675216968
209.14624507967227,108.7757165237009
232.27810321758415,121.86000022396428
191.2790484151855,101.9935951981325
202.2782644763394,108.01684840478799
190.7254026579431,102.57922976311036
185.99929010166744,98.02887130707865
181.2951456488669,97.00465191761677
179.58150942363662,94.09020539760141
170.9901915966359,86.0244391896595
172.80585591606217,92.91648820012102
188.80133017732055,96.83062355792262
208.25071370644207,108.82203090456309
198.1939858947847,103.66107036905004
220.10039888220845,115.17778280538656
228.23595630013878,121.19732363097499
195.60775207801993,105.96481184061003
231.3708285909181,123.76059148449252
191.00613122157978,101.37284023912602
193.47792854444862,102.59124378876056
213.76244710962453,116.32807498911328
240.80564413014872,126.91968603934379
167.60693019473598,89.77331689861853
182.4638496679214,91.80134754750317
217.36385848602495,114.70992314556534
227.2269589644602,117.92386878273933
194.61830610724815,103.53147638308985
199.9847241478342,103.53616099983508
220.3692942995563,117.1448985839927
169.67478577925885,93.69475036939092
225.0813759959894,118.41503996908315
200.1607938132158,105.73447262851464
207.48289323521342,106.19365339249475
223.84111169784728,111.37978972111347
183.89590728158726,96.6524240297449
230.93453591426348,124.51305148829948
185.78446609765385,99.14460215297085
220.5504693476472,116.41701569543264
172.6081060340675,93.33172484865383
178.3339774891681,97.22723409493986
182.12204735595037,99.78106037217255
193.33661201530273,100.91760308774042
210.78999102611778,114.50238406322387
229.41914304485482,122.0851944009612
190.065038149897,102.44214895266852
200.25452174937547,107.35967083904508
229.37182703824743,122.76161167690681
165.10497706882342,85.66111472712217
181.3245549846151,95.11629898656201
224.23674111113138,120.97448644147565
216.0333012113229,112.88249124271432
193.7672124361822,104.80648106502045
209.25146783765513,106.744751197136
228.5587753570336,123.71273518666092
225.42383283359214,118.5442852153407
174.78959559683352,91.86027356215578
214.99341535223658,113.56155785047724
189.4265741520775,102.91225242051232
228.1858028423147,120.08499208591707
207.572517292337,106.61277228256972
181.45517041368367,95.67655449843728
237.8287136993006,127.31057647238649
195.69612723066444,101.51055617826172
188.34197847118372,98.22975035274095
182.40817725311467,97.22380650471158
193.52216400544307,102.17702952439433
218.43033404050973,116.12353268862462
207.65411253237056,110.4570265684936
159.85729333486034,82.27029281484388
212.20285862372629,112.76336368815714
240.5237061336935,128.0382738977837
187.62959345368094,99.65266397482998
224.2105788754742,118.27302282129358
219.88197962235034,119.76235918250205
227.38361445094517,120.17843400580844
219.93678610380852,118.74941008992913
165.25933620069497,82.93095523789864
231.9772906513756,124.58662997262648
231.12722210386647,127.32005531386662
215.9857527914069,115.11959449543434
199.24658363307873,105.48388865449402
193.5926188461309,104.78783670677443
211.45483435646068,112.03233458669035
243.0389329151394,133.70635080791624
220.52604544932282,121.86568294989584
193.92521958504003,102.98521919670297
195.1022680019252,104.71280760177618
169.16704080815026,95.45677979664404
183.6640284521277,99.10699114775083
171.13173513178384,86.1243700138854
199.31116207024522,103.02658482548247
209.30433766338712,117.15825735921726
235.78124508678036,122.49875221089903
242.44833193367617,131.76872792449367
235.2989536037596,125.22773115115658
211.5595161074388,111.84685377841141
201.28412494482987,113.22677199305105
195.6157408300242,106.1536816589282
185.58406562064894,96.35638490128775
216.88067315391044,118.57860852464111
184.1969448648976,97.7615473612486
192.11346249976577,95.35614032465429
200.82242784892472,109.9187538693156
230.82489365294023,123.2715004980366
158.5494645484928,78.44499435275866
209.0216498797113,110.38869378883645
202.15234681356927,109.0605698970885
188.23388208855198,100.40802850811289
168.00150103931793,90.44286900851154
233.59689011616257,125.64383307906833
201.93964794248106,104.54320622892689
189.4432687405422,98.78957492548781
216.37459951438478,116.36628582596437
161.33355157238472,84.03623808900171
203.90253393585516,110.65037224538219
216.8194735014971,115.28985810832862
199.25762826511053,108.21021889902991
193.82941278039604,106.57655208010291
232.09126205306782,123.10368058431969
178.25631833074578,92.76192830601279
184.94200864194346,100.86882523172903
176.89586251205517,93.11195843246972
185.0682672045056,99.4693113899325
225.17432627981208,118.4225088072186
222.04230601007777,115.84003143895069
214.11435105569728,111.77537722161111
182.0362219398117,96.4191627267713
254.9355396411952,138.71035171911393
238.9053169839616,134.18347585017435
208.09574046581733,107.90576399374966
199.20312828672547,106.48647135229439
208.1172843248055,109.29914596170622
216.82931052375184,117.24914050453444
170.38804673278975,86.15018915138785
219.7669925256758,118.65574941171448
241.56611803641405,128.60633444191848
233.06498646700655,122.59160888153701
182.839371694388,93.62923040959231
175.14578070848268,92.60468304811192
241.9141042212451,133.26312301159965
213.04538911804016,114.38748590693586
212.54947929882417,111.1983282483189
185.4970593071278,103.67119487042547
200.55182839194862,107.39419407229113
200.1365851724761,104.84223312741787
209.16422094400878,110.07116277303669
187.70657090045512,99.39720228621775
176.8069024788549,95.58020372581277
211.7166115379862,114.8200505203122
248.1280224040521,131.4616664581881
186.03073106675927,97.01755985461332
213.71925722379,111.09357443401916
214.27389645280968,114.06193337801443
223.34131601740614,115.8956104257173
203.24621846194975,108.50044252089695
196.59714059899477,107.73614956410651
167.37088228214986,89.04868341400811
206.0230602089592,111.35487211470084
200.18517976713062,108.85009187395477
221.67547039916843,121.43567650948303
154.8676267274396,80.76111054951006
167.41187822176738,84.3045171574278
216.5052065578996,110.96263198021283
176.4663169633692,98.10952684673944
213.36897906186158,118.14092293267711
196.162256406206,104.93471535456834
187.4955009721138,99.6166701467233
195.62629822573456,104.50991847515887
223.4978617410049,114.58503163755287
174.4958677490334,82.64174954606298
210.773957739321,110.7807533653661
204.47888283243662,107.42929747899976
184.01333613603978,94.13865901840641
215.05579620151133,111.87319870788087
177.7096399897075,91.80299958114705
200.9168989909193,101.42764152628439
198.3624456278033,103.52392196258927
229.8098069524111,123.01283188135156
178.49416199505424,95.1109244596212
214.31738491863481,112.40694301213864
201.17548839593323,107.04278516893841
252.07742352168114,135.6603004806242
192.60915187819484,101.10263551824721
206.81269786183344,109.33447629066782
214.8698364425097,111.20472110846688
233.1648815558193,123.70668759208463
181.33145895913145,95.84954365208405
190.59086794790227,93.61458079616528
203.28075501784946,111.88714546232744
248.44681580759973,134.5898325369342
216.13398532816208,112.35736885803952
200.16133759939524,108.13767500065727
222.49608575816728,122.52659635559085
198.62882170177184,107.44378746488044
169.34291687467766,92.74251905570577
184.0035887601352,98.27336553968416
221.04754275237784,112.57006119880359
192.11694352474558,102.77249034055768
230.51638516109278,126.01033947615187
218.30929486567123,121.35749380358928
252.01975677929502,135.95263898712653
